±àºÅ,ÆµÂÊ,´óÓÚ49.5
2535.0,49.45925208628199,0.0
2274.0,49.517482705684,1.0
4052.0,49.490770611487,0.0
8170.0,49.484291401854,0.0
1011.0,49.478472939872,0.0
7053.0,49.481850296063,0.0
9494.0,49.464580685273,0.0
7240.0,49.43215907410401,0.0
4858.0,49.460728800226,0.0
5026.0,49.483550550909996,0.0
6996.0,49.53963677982,1.0
3008.0,49.484327289681,0.0
6119.0,49.516438223114996,1.0
4527.0,49.47090229932,0.0
4888.0,49.513750124581,1.0
7574.0,49.456272958322,0.0
8245.0,49.489646510575,0.0
4390.0,49.444216324665,0.0
8864.0,49.481062054681,0.0
6501.0,49.470534465381,0.0
4036.0,49.395760346970995,0.0
8048.0,49.460116257403,0.0
9052.0,49.478943674756,0.0
7185.0,49.448290892376,0.0
1059.0,49.486454143383,0.0
9316.0,49.497536112329996,0.0
6759.0,49.55130672619799,1.0
5262.0,49.49409717957301,0.0
2258.0,49.49682943008099,0.0
5783.0,49.512483248708,1.0
3062.0,49.517793392964,1.0
2674.0,49.473052570579995,0.0
7010.0,49.44810619377,0.0
2064.0,49.498237829558,0.0
8948.0,49.428748089902,0.0
8021.0,49.548691884884995,1.0
3252.0,49.459613349953,0.0
5828.0,49.519021332965,1.0
687.0,49.522352116089,1.0
263.0,49.429039315740994,0.0
6096.0,49.466759155426,0.0
4221.0,49.469953770166995,0.0
2119.0,49.474264448963005,0.0
9169.0,49.483390777147,0.0
2718.0,49.501418486554,1.0
2785.0,49.425016848388005,0.0
6244.0,49.50743728988,1.0
921.0,49.502782543699,1.0
7393.0,49.47640959213199,0.0
596.0,49.484228552709,0.0
4482.0,49.524563968953,1.0
3601.0,49.518818897485,1.0
5383.0,49.457485887261,0.0
5328.0,49.492534823898,0.0
2159.0,49.456163959945,0.0
8112.0,49.538617749237005,1.0
1315.0,49.4179402844,0.0
9080.0,49.488551566213,0.0
7001.0,49.481412158515,0.0
707.0,49.509960729133,1.0
7210.0,49.512744572892,1.0
9433.0,49.473851080965005,0.0
2668.0,49.462788168165,0.0
3352.0,49.409928952409,0.0
5996.0,49.454335954481,0.0
7035.0,49.48524878312,0.0
6560.0,49.498498868423994,0.0
6247.0,49.550726779822,1.0
4920.0,49.495189539118,0.0
9671.0,49.47853898341401,0.0
8087.0,49.471650066308,0.0
3850.0,49.485008491338995,0.0
6243.0,49.454513739877996,0.0
2390.0,49.488571004732,0.0
2669.0,49.483195028038,0.0
6852.0,49.486717158198005,0.0
2745.0,49.466081267384006,0.0
8446.0,49.514734486288994,1.0
6014.0,49.449458847854004,0.0
7818.0,49.528845978944,1.0
9143.0,49.528709235617,1.0
1305.0,49.484950373109996,0.0
2076.0,49.482835935516995,0.0
3993.0,49.511609018861996,1.0
622.0,49.486378949487,0.0
9233.0,49.498609515758,0.0
2709.0,49.485720866788995,0.0
9624.0,49.510887317994005,1.0
9963.0,49.4747024049,0.0
8333.0,49.45800907126601,0.0
5818.0,49.50995508841501,1.0
2487.0,49.414454484826,0.0
1550.0,49.460920457683,0.0
7313.0,49.492752746994,0.0
7527.0,49.493173359705,0.0
7002.0,49.474766403375995,0.0
2951.0,49.461180962125,0.0
190.0,49.440157470513,0.0
319.0,49.444339426397,0.0
86.0,49.467908695386,0.0
1164.0,49.44884286355,0.0
6998.0,49.448723785176,0.0
5698.0,49.508441238145,1.0
4713.0,49.49860919978301,0.0
5864.0,49.442495209806005,0.0
6045.0,49.472971606218,0.0
1551.0,49.43152088031101,0.0
8109.0,49.512809781632996,1.0
2194.0,49.44985899325499,0.0
8626.0,49.445737033159,0.0
331.0,49.49517968012201,0.0
6004.0,49.505159344306,1.0
1547.0,49.47426885723699,0.0
4926.0,49.496350896861,0.0
4228.0,49.47313602225,0.0
2420.0,49.471984739934996,0.0
5976.0,49.498935526898,0.0
9255.0,49.503559383878,1.0
1279.0,49.516935579496,1.0
5424.0,49.443478415883,0.0
2767.0,49.494599632086,0.0
564.0,49.468172201346995,0.0
709.0,49.564849992624,1.0
6329.0,49.503687251493,1.0
1473.0,49.461183897669,0.0
3663.0,49.460130836119006,0.0
368.0,49.421985189136,0.0
8022.0,49.476061154648,0.0
512.0,49.50836671364601,1.0
1790.0,49.539135593076,1.0
2023.0,49.498330185087994,0.0
8859.0,49.462891144989,0.0
5071.0,49.503808498615,1.0
2812.0,49.44915519815601,0.0
7429.0,49.471400749151,0.0
8457.0,49.49130654377,0.0
5658.0,49.51947365777001,1.0
5518.0,49.465956636209995,0.0
8538.0,49.50155112129001,1.0
2567.0,49.466098705114,0.0
5151.0,49.473867310043,0.0
9920.0,49.53660556217,1.0
3907.0,49.43424895043199,0.0
6598.0,49.482448458722,0.0
5607.0,49.437930019292004,0.0
7907.0,49.502593812708,1.0
4545.0,49.46612660938301,0.0
6672.0,49.422458873810996,0.0
8096.0,49.518649394490005,1.0
748.0,49.453068465608,0.0
6055.0,49.500244155363,1.0
6869.0,49.477014447431,0.0
5804.0,49.46648899945,0.0
1655.0,49.494390806946,0.0
1389.0,49.511432603319996,1.0
7897.0,49.422749816247,0.0
9938.0,49.487014633607,0.0
2461.0,49.49396346397899,0.0
2678.0,49.51211219799301,1.0
8280.0,49.512361559841004,1.0
8915.0,49.461506890263,0.0
2154.0,49.483088298146,0.0
6355.0,49.466104081095,0.0
6174.0,49.487818790952,0.0
7257.0,49.522373199684,1.0
7301.0,49.486866156238,0.0
4905.0,49.47950255838701,0.0
4511.0,49.508621247669,1.0
4273.0,49.499878057075996,0.0
453.0,49.463932431078995,0.0
4288.0,49.50928850878199,1.0
8781.0,49.479798140124,0.0
7477.0,49.458322927164,0.0
496.0,49.477858295039994,0.0
5022.0,49.454019320373,0.0
7769.0,49.48861106626899,0.0
7798.0,49.499455698009996,0.0
8307.0,49.424273214357,0.0
342.0,49.47951221633701,0.0
4899.0,49.49858501565699,0.0
2100.0,49.530193751611,1.0
3039.0,49.482871416943,0.0
65.0,49.488612030027,0.0
743.0,49.482939924122,0.0
219.0,49.446846165119,0.0
856.0,49.48155195384,0.0
8702.0,49.492484702478,0.0
2715.0,49.469576623254994,0.0
6647.0,49.46646811304201,0.0
2702.0,49.49944861036001,0.0
95.0,49.491250633568,0.0
8429.0,49.505537382125,1.0
9917.0,49.461766288670006,0.0
6892.0,49.468265512426996,0.0
7043.0,49.492840214101,0.0
6494.0,49.506519917274,1.0
2393.0,49.437849068788005,0.0
7244.0,49.469194289844,0.0
6112.0,49.523055221954,1.0
1862.0,49.484198477437,0.0
7296.0,49.422227670134,0.0
9351.0,49.499006309552,0.0
8788.0,49.481097953264,0.0
8908.0,49.455886229239,0.0
2019.0,49.47975359396499,0.0
4591.0,49.482716646864006,0.0
2527.0,49.505515940021,1.0
2417.0,49.450010774567005,0.0
1334.0,49.496349792993,0.0
3795.0,49.492618866389996,0.0
2379.0,49.488982716225,0.0
9360.0,49.521887128554,1.0
3710.0,49.503187849597,1.0
6596.0,49.488607841442004,0.0
6968.0,49.475013523528006,0.0
180.0,49.497067514832004,0.0
6695.0,49.532496887168996,1.0
5705.0,49.551768083033,1.0
9105.0,49.482055939156,0.0
6286.0,49.540286565075,1.0
9549.0,49.469941384755,0.0
6661.0,49.459175156635,0.0
2582.0,49.497848626104,0.0
1621.0,49.485858580235,0.0
4928.0,49.493604148900005,0.0
434.0,49.396954816285,0.0
393.0,49.502941632948996,1.0
2958.0,49.489133273409,0.0
4362.0,49.470438977608005,0.0
1935.0,49.448814581253004,0.0
1634.0,49.495350755328,0.0
5086.0,49.464155980588,0.0
3767.0,49.471404798381,0.0
3093.0,49.482623034343995,0.0
6050.0,49.5335420212,1.0
7028.0,49.491886286641,0.0
3407.0,49.455216354841994,0.0
5084.0,49.470893667557,0.0
9662.0,49.46929277248,0.0
6896.0,49.50993469683699,1.0
6887.0,49.493066251559,0.0
5885.0,49.516857005393,1.0
8079.0,49.466767545031004,0.0
3557.0,49.520719005923006,1.0
625.0,49.482643821538,0.0
6107.0,49.49431578837,0.0
1126.0,49.541674215419995,1.0
3423.0,49.51065671335,1.0
7356.0,49.497222601458,0.0
4305.0,49.492100045537995,0.0
2618.0,49.509704331901,1.0
3808.0,49.493575234782,0.0
2978.0,49.483713438578995,0.0
9774.0,49.483580602566,0.0
39.0,49.47245052916001,0.0
6254.0,49.48418127837901,0.0
8130.0,49.464440300999,0.0
6021.0,49.498111884814996,0.0
7865.0,49.428651953458996,0.0
2756.0,49.489164827329,0.0
5838.0,49.51725999340201,1.0
1277.0,49.43202193553501,0.0
321.0,49.43001058858599,0.0
538.0,49.522302134373,1.0
1979.0,49.46932551861,0.0
5521.0,49.478673928306996,0.0
796.0,49.485629743982,0.0
9571.0,49.507181877374,1.0
337.0,49.466676175712,0.0
1152.0,49.528098714001,1.0
7615.0,49.48931703022,0.0
9030.0,49.479290777951,0.0
2917.0,49.509545802625,1.0
9302.0,49.48259576009401,0.0
6403.0,49.491818135761,0.0
1013.0,49.532061539927994,1.0
9880.0,49.470947235577,0.0
1350.0,49.541851601354,1.0
7125.0,49.515978811157,1.0
6034.0,49.484699817833004,0.0
1348.0,49.452178861881,0.0
6574.0,49.510967217971,1.0
1425.0,49.474381306977996,0.0
468.0,49.480575524202,0.0
4999.0,49.490799042294,0.0
158.0,49.474574215955,0.0
9502.0,49.499875041574,0.0
9905.0,49.498251841765004,0.0
9672.0,49.428656357144,0.0
2056.0,49.463070391886,0.0
8065.0,49.503487914186,1.0
2650.0,49.41167272288,0.0
7516.0,49.478474132555,0.0
492.0,49.486709613205,0.0
4041.0,49.492427886113994,0.0
1534.0,49.480281857489004,0.0
1799.0,49.501848977686,1.0
8555.0,49.513073147997,1.0
5872.0,49.506303913026,1.0
6791.0,49.47557049714501,0.0
3440.0,49.400413374112,0.0
6274.0,49.549447201065,1.0
6192.0,49.449181133639,0.0
3860.0,49.46339902333701,0.0
1081.0,49.495660630554,0.0
5631.0,49.465921997486,0.0
6985.0,49.496716101078995,0.0
7708.0,49.556454591413,1.0
4048.0,49.48265377223501,0.0
8455.0,49.47031794881,0.0
3290.0,49.483407602475005,0.0
8480.0,49.479790937341996,0.0
5502.0,49.514530856338,1.0
8226.0,49.428587141962005,0.0
5970.0,49.494480502544,0.0
9192.0,49.513748547551,1.0
1572.0,49.504095592145994,1.0
8388.0,49.530102065824,1.0
5307.0,49.475955008846,0.0
5359.0,49.458815767355006,0.0
3778.0,49.484913179028,0.0
5489.0,49.475222007758,0.0
8812.0,49.547654154262,1.0
6848.0,49.532512035547,1.0
9902.0,49.458884432432,0.0
961.0,49.454129917391995,0.0
9847.0,49.519419954914,1.0
3026.0,49.478303234859,0.0
695.0,49.465816681092996,0.0
264.0,49.458740350878,0.0
5615.0,49.479175058711995,0.0
3660.0,49.516097704459,1.0
3693.0,49.455993534228,0.0
5161.0,49.515848965435,1.0
5117.0,49.506210924912004,1.0
9295.0,49.474207749237,0.0
2593.0,49.522722026974,1.0
6079.0,49.513812806567,1.0
1490.0,49.456751572413,0.0
4182.0,49.461128675535,0.0
3176.0,49.508950543535,1.0
4912.0,49.51865086752901,1.0
365.0,49.453079175286,0.0
9456.0,49.508935073863,1.0
7218.0,49.443886429643,0.0
4875.0,49.516634255943,1.0
4739.0,49.509730779839,1.0
7424.0,49.521026536149996,1.0
8240.0,49.534182652594005,1.0
211.0,49.487643065236995,0.0
1966.0,49.46756166094401,0.0
4311.0,49.48352353743101,0.0
9790.0,49.43604113251899,0.0
5224.0,49.497449259603,0.0
5949.0,49.448346188711994,0.0
7590.0,49.49137489648599,0.0
3788.0,49.485743122826,0.0
1857.0,49.476553713247,0.0
2754.0,49.538050689497005,1.0
7520.0,49.486839116453,0.0
3171.0,49.561171048611,1.0
9596.0,49.481532701035,0.0
9243.0,49.522938196954,1.0
2531.0,49.490030433171995,0.0
138.0,49.536508926629,1.0
163.0,49.500653162662,1.0
7258.0,49.495082031286,0.0
6573.0,49.457860733250996,0.0
4082.0,49.474291296676,0.0
6792.0,49.465156217806,0.0
2638.0,49.488084439957,0.0
6788.0,49.46656114074099,0.0
3577.0,49.52321490384301,1.0
6845.0,49.418401170171,0.0
4580.0,49.484646454590006,0.0
6023.0,49.4892733968,0.0
9198.0,49.474776915893,0.0
5782.0,49.439945672667996,0.0
1675.0,49.451244727826,0.0
4441.0,49.490401671549996,0.0
9443.0,49.489157131827,0.0
5406.0,49.483185257139,0.0
3324.0,49.490732417749,0.0
7398.0,49.491410580696,0.0
5069.0,49.496387270789,0.0
9786.0,49.48715323332,0.0
637.0,49.489346460526,0.0
9323.0,49.532390107077,1.0
8993.0,49.53447298682701,1.0
2313.0,49.505549316711,1.0
8939.0,49.484101184902,0.0
4034.0,49.461171039492996,0.0
8121.0,49.541719451900995,1.0
9009.0,49.478649348663,0.0
4670.0,49.502266969985,1.0
7464.0,49.430081239466,0.0
2575.0,49.485804794682,0.0
8452.0,49.453600680782,0.0
6563.0,49.465830603585,0.0
84.0,49.467839291127994,0.0
8522.0,49.456732049163996,0.0
205.0,49.475804682079,0.0
3355.0,49.492891291723005,0.0
5526.0,49.480427569877,0.0
4947.0,49.477296166154005,0.0
1615.0,49.455428641789,0.0
9436.0,49.475814278941,0.0
6120.0,49.461887040856,0.0
7025.0,49.473125493695,0.0
3113.0,49.449188764978,0.0
2617.0,49.516301268521005,1.0
6468.0,49.429085815626,0.0
1773.0,49.503359684973,1.0
3876.0,49.472145004672,0.0
1131.0,49.474835166386995,0.0
6460.0,49.466997756915,0.0
1807.0,49.48042719321,0.0
2876.0,49.481825260705996,0.0
7023.0,49.494405523416006,0.0
9056.0,49.46623670333201,0.0
47.0,49.510129117968,1.0
2247.0,49.49080366266301,0.0
7129.0,49.469820558231,0.0
4908.0,49.487623188087994,0.0
4767.0,49.535955415006,1.0
3465.0,49.541156073324004,1.0
1726.0,49.488481134936,0.0
2312.0,49.514057606837,1.0
2193.0,49.438536073186,0.0
4217.0,49.538420317795,1.0
104.0,49.432549678762996,0.0
3587.0,49.512568245387,1.0
332.0,49.517679022879,1.0
7802.0,49.48848111503001,0.0
1781.0,49.466192479823,0.0
6322.0,49.454242624775,0.0
7076.0,49.501936807244995,1.0
8423.0,49.459333108154,0.0
5773.0,49.470634136812,0.0
3441.0,49.499205810275,0.0
3448.0,49.491538097083996,0.0
2761.0,49.496816707496,0.0
1301.0,49.525692170183,1.0
793.0,49.46700308229,0.0
2970.0,49.506864282255,1.0
2121.0,49.436194916329,0.0
6668.0,49.474932263449,0.0
4113.0,49.515012462771,1.0
1369.0,49.475605597568,0.0
7717.0,49.490228384613,0.0
2358.0,49.485811770736,0.0
7977.0,49.477038855437,0.0
6514.0,49.527105651828,1.0
9894.0,49.492594358271,0.0
9497.0,49.424594947594,0.0
8334.0,49.443276035222,0.0
4636.0,49.433967001898004,0.0
3248.0,49.486870477195,0.0
8552.0,49.464674947285005,0.0
8097.0,49.487851055840004,0.0
3738.0,49.505209059929,1.0
5164.0,49.460999262868,0.0
2031.0,49.464627028883,0.0
4003.0,49.483193457805,0.0
5722.0,49.534386489726,1.0
2786.0,49.46080713128801,0.0
8023.0,49.515767552849,1.0
3649.0,49.55691282934399,1.0
7302.0,49.482405892313004,0.0
232.0,49.500987857642,1.0
7358.0,49.488753103692,0.0
176.0,49.537105198943,1.0
7610.0,49.462563528017995,0.0
5412.0,49.384581041329994,0.0
3500.0,49.483278491202,0.0
2817.0,49.50932191221,1.0
537.0,49.469071030127,0.0
3883.0,49.50679591358,1.0
4422.0,49.489751803137,0.0
555.0,49.502229923177005,1.0
7512.0,49.517188824566,1.0
1220.0,49.513701561088,1.0
5452.0,49.512547197804004,1.0
9544.0,49.535628174235,1.0
9562.0,49.481579735218,0.0
6220.0,49.537157012033006,1.0
4774.0,49.471787415116,0.0
9288.0,49.486611892689,0.0
383.0,49.484060980628,0.0
7137.0,49.511402191867,1.0
3422.0,49.494578419055,0.0
8912.0,49.426263920048,0.0
3380.0,49.491245927426995,0.0
4513.0,49.492426301112005,0.0
5589.0,49.484732670473,0.0
407.0,49.515669296286,1.0
4790.0,49.482918324816,0.0
4977.0,49.486717530312994,0.0
2856.0,49.508970314919004,1.0
4336.0,49.484004382312,0.0
2157.0,49.484070285151994,0.0
3827.0,49.476203462773,0.0
6457.0,49.47519041188,0.0
1847.0,49.512197466714,1.0
2369.0,49.513050073081,1.0
3791.0,49.470390357615,0.0
4689.0,49.4691817115,0.0
5074.0,49.488690822747,0.0
4232.0,49.554048562643004,1.0
7585.0,49.457362650027,0.0
784.0,49.49001149632901,0.0
8587.0,49.495403214944,0.0
9074.0,49.463345158223,0.0
7842.0,49.517773722183,1.0
931.0,49.438028332533996,0.0
2092.0,49.476956175586004,0.0
4105.0,49.481107422381,0.0
3684.0,49.449347855088995,0.0
7970.0,49.452598923189,0.0
2758.0,49.543051551041,1.0
8890.0,49.49147288507999,0.0
3211.0,49.464879534346,0.0
4432.0,49.458818006345,0.0
4659.0,49.446011960129006,0.0
785.0,49.510213152994005,1.0
9200.0,49.561258847567,1.0
5650.0,49.497586311857994,0.0
8214.0,49.485284968223,0.0
8362.0,49.538195806012,1.0
1958.0,49.503328451899,1.0
3360.0,49.467565665541,0.0
4106.0,49.485498575395,0.0
7306.0,49.516914343733994,1.0
7094.0,49.478196295877,0.0
2512.0,49.42958042521499,0.0
314.0,49.502451078688004,1.0
9499.0,49.490848306716,0.0
2490.0,49.471319990893,0.0
1910.0,49.461298483278,0.0
3144.0,49.466464131112005,0.0
2860.0,49.489501139759,0.0
1149.0,49.52152600188,1.0
2558.0,49.477213671925,0.0
6490.0,49.493740945271995,0.0
4358.0,49.445644777784004,0.0
8665.0,49.502528588929,1.0
6677.0,49.446798188618004,0.0
5842.0,49.43771175396,0.0
7030.0,49.515265975003004,1.0
9521.0,49.46217731211701,0.0
9513.0,49.470491295211,0.0
2231.0,49.456085543623,0.0
7873.0,49.490341328768,0.0
5883.0,49.469846252297,0.0
4206.0,49.477322542509995,0.0
4222.0,49.520231549791,1.0
4225.0,49.468023409266,0.0
4343.0,49.500016937952005,1.0
4765.0,49.480876022553,0.0
9293.0,49.487486161050995,0.0
6180.0,49.531276090486,1.0
5942.0,49.487535631389,0.0
5819.0,49.469191563563996,0.0
8206.0,49.499325100021,0.0
3548.0,49.529491893937,1.0
3728.0,49.482664526144,0.0
1777.0,49.524242447464,1.0
7611.0,49.488453762334004,0.0
2454.0,49.475933047552004,0.0
6025.0,49.419267833204,0.0
4369.0,49.529231760483,1.0
8578.0,49.500000492313994,1.0
5929.0,49.495118020136005,0.0
7704.0,49.467890205932996,0.0
3024.0,49.483836407917,0.0
3816.0,49.521731343569,1.0
1778.0,49.499380461879,0.0
1724.0,49.508639690588,1.0
4030.0,49.482664441728,0.0
8752.0,49.496759449197995,0.0
2094.0,49.533947826997995,1.0
4550.0,49.484762789079,0.0
9685.0,49.492339723462,0.0
7417.0,49.533722533163996,1.0
991.0,49.441019358523995,0.0
309.0,49.485550275792,0.0
4284.0,49.46521030647101,0.0
1410.0,49.49566931045801,0.0
4688.0,49.477786127032005,0.0
827.0,49.49135928288801,0.0
8708.0,49.44510867666099,0.0
4967.0,49.479338870227004,0.0
9216.0,49.485102271273,0.0
9182.0,49.469303847258,0.0
6173.0,49.45002522359199,0.0
708.0,49.438625552585,0.0
8077.0,49.446964471494,0.0
852.0,49.471494266889,0.0
7344.0,49.529917038139,1.0
6785.0,49.53404539396,1.0
2143.0,49.507551315031,1.0
9537.0,49.42606021837,0.0
6030.0,49.487839287959005,0.0
1583.0,49.538007574964,1.0
2926.0,49.486857849757996,0.0
7418.0,49.46255238305,0.0
4338.0,49.493950798057,0.0
6373.0,49.487646033549005,0.0
7537.0,49.488652766941996,0.0
6105.0,49.530145179636,1.0
8142.0,49.534681872713,1.0
9176.0,49.478259051931,0.0
2148.0,49.48062503067099,0.0
2059.0,49.46416626340201,0.0
4864.0,49.491131602352,0.0
2394.0,49.457728701687,0.0
5809.0,49.457789742614004,0.0
5211.0,49.494676237285006,0.0
2961.0,49.470721734512,0.0
312.0,49.434590899507,0.0
3487.0,49.446370674255,0.0
8431.0,49.470861716815,0.0
6884.0,49.523229965522006,1.0
4373.0,49.468931139848,0.0
9884.0,49.517558428906,1.0
3478.0,49.46762082829,0.0
5726.0,49.46440560220199,0.0
958.0,49.462231504387,0.0
7832.0,49.48253847068499,0.0
2685.0,49.465149980359,0.0
825.0,49.496461778442004,0.0
9156.0,49.528017949414995,1.0
3677.0,49.441394619549996,0.0
1147.0,49.485950828218,0.0
2219.0,49.522072260509994,1.0
7878.0,49.430821753017995,0.0
5754.0,49.519558816990006,1.0
7248.0,49.480004287814,0.0
5678.0,49.488545913115,0.0
8855.0,49.509363080011994,1.0
457.0,49.53169428939101,1.0
6943.0,49.489789131532,0.0
1973.0,49.50416966182,1.0
6195.0,49.440062911816995,0.0
8897.0,49.496469885069,0.0
5351.0,49.489902599536,0.0
4378.0,49.451769847977,0.0
1031.0,49.436818532697,0.0
5758.0,49.499710274472,0.0
3755.0,49.504211680202,1.0
8831.0,49.480766608841,0.0
178.0,49.464738212282,0.0
3621.0,49.48035170680601,0.0
3589.0,49.478820390243996,0.0
4172.0,49.500789892578,1.0
8308.0,49.51847929736101,1.0
7031.0,49.480492656228,0.0
3348.0,49.51351151278401,1.0
1288.0,49.486783889284,0.0
3221.0,49.44734171463701,0.0
2604.0,49.50215762496701,1.0
1012.0,49.473750746934996,0.0
9683.0,49.484018431435004,0.0
29.0,49.518860804775,1.0
6094.0,49.437640210923995,0.0
3912.0,49.503284089596995,1.0
4959.0,49.485446103928005,0.0
9311.0,49.517379681451,1.0
139.0,49.523584415486,1.0
4540.0,49.497593945934,0.0
7638.0,49.516396062756,1.0
1670.0,49.463132557757,0.0
1273.0,49.440524216156,0.0
4240.0,49.522538218880996,1.0
9814.0,49.473926711787996,0.0
648.0,49.477945307896995,0.0
503.0,49.49412948379401,0.0
8565.0,49.484778554180004,0.0
5278.0,49.485816299813,0.0
2388.0,49.507798201897,1.0
1981.0,49.494178283482,0.0
4856.0,49.48387121948301,0.0
3330.0,49.518991479141,1.0
6186.0,49.500921553206,1.0
305.0,49.527467559640996,1.0
5000.0,49.500292471892,1.0
1916.0,49.501946613014,1.0
8723.0,49.471998122227,0.0
7688.0,49.450276907848995,0.0
1937.0,49.490358343432,0.0
8353.0,49.498893258197,0.0
3888.0,49.544910074336,1.0
4139.0,49.425116468076,0.0
